Index,Segment,Date,Time,TimeZone,State1,State2,State3,Fujita,Fatalities,Injuries,Width,Length,County1,County2,County3,County4,County5,County6,County7,County8,County9,County10,County11,County12,Damage,CropLoss,TouchdownLat,TouchdownLon,LiftoffLat,LiftoffLon,NumberOfStates,StateTor,TorNum,RecordStatus
19500428.20.1,Summary,1950-04-28,17:00:00,3,Kansas,-,-,1,0,0,10,19.8,Coffey,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,38.12,-95.85,38.35,-95.63,1,,58,Unmodified
19500504.20.2,Summary,1950-05-04,20:00:00,3,Kansas,-,-,1,0,0,10,0.1,Rush,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,38.68,-99.32,-,-,1,,73,Unmodified
19500504.20.3,Summary,1950-05-04,23:10:00,3,Kansas,-,-,4,0,1,150,34.3,Barton,Pawnee,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,38.03,-99.12,38.45,-98.78,1,,79,Unmodified
19500505.20.4,Summary,1950-05-05,03:30:00,3,Kansas,-,-,3,0,12,440,17.3,Jackson,Brown,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,39.62,-95.62,39.85,-95.52,1,,80,Unmodified
19500508.20.5,Summary,1950-05-08,18:30:00,3,Kansas,-,-,2,0,0,660,12.6,Mitchell,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,39.35,-98.48,39.47,-98.3,1,,86,Unmodified
19500508.20.6,Summary,1950-05-08,19:00:00,3,Kansas,-,-,2,0,1,10,6.8,Jewell,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,39.57,-98.3,39.63,-98.2,1,,87,Unmodified
19500508.20.7,Summary,1950-05-08,19:30:00,3,Kansas,-,-,2,0,2,440,19.6,Osborne,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,39.23,-98.95,39.23,-98.58,1,,89,Unmodified
19500508.20.8,Summary,1950-05-08,21:17:00,3,Kansas,-,-,1,0,1,10,0.1,Cloud,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,39.4,-97.65,-,-,1,,90,Unmodified
19500508.20.9,Summary,1950-05-08,21:30:00,3,Kansas,-,-,1,0,0,10,0.1,Republic,-,-,-,-,-,-,-,-,-,-,-,-,,39.72,-97.77,-,-,1,,91,Unmodified
19500509.20.10,Summary,1950-05-09,00:01:00,3,Kansas,-,-,1,0,0,10,0.1,Riley,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,39.2,-96.58,-,-,1,,93,Unmodified
19500516.20.11,Summary,1950-05-16,18:00:00,3,Kansas,-,-,2,0,0,200,0.2,Kingman,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,37.55,-98.42,-,-,1,,107,Unmodified
19500518.20.12,Summary,1950-05-18,19:00:00,3,Kansas,-,-,3,0,2,100,14.9,Chase,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,38.12,-96.82,38.33,-96.82,1,,110,Unmodified
19500518.20.13,Summary,1950-05-18,19:00:00,3,Kansas,-,-,0,0,0,10,0.1,Jewell,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,39.85,-98.3,-,-,1,,111,Unmodified
19500519.20.14,Summary,1950-05-19,01:30:00,3,Kansas,-,-,0,0,0,10,0.1,Butler,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,37.82,-96.85,-,-,1,,112,Unmodified
19500523.20.15,Summary,1950-05-23,18:00:00,3,Kansas,-,-,0,0,0,250,0.2,Phillips,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,39.75,-99.32,-,-,1,,114,Unmodified
19500524.20.16,Summary,1950-05-24,13:30:00,3,Kansas,-,-,2,0,1,77,3.6,Comanche,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,37.27,-99.48,37.28,-99.42,1,,115,Unmodified
19500524.20.17,Summary,1950-05-24,17:30:00,3,Kansas,-,-,1,0,0,40,10.7,Riley,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,39.38,-96.97,39.45,-96.78,1,,116,Unmodified
19500608.20.18,Summary,1950-06-08,20:10:00,3,Kansas,-,-,4,1,5,700,17.1,Rice,McPherson,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,38.33,-97.93,38.33,-97.6,1,,132,Unmodified
19500616.20.19,Summary,1950-06-16,15:30:00,3,Kansas,-,-,1,0,0,10,29.9,Wichita,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,38.28,-101.28,38.7,-101.13,1,,143,Unmodified
19500625.20.20,Summary,1950-06-25,18:45:00,3,Kansas,-,-,0,0,0,10,0.1,Sedgwick,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,37.77,-97.47,-,-,1,,146,Unmodified
19500625.20.21,Summary,1950-06-25,21:00:00,3,Kansas,-,-,0,0,0,10,0.1,Graham,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,39.5,-99.62,-,-,1,,151,Unmodified
19500701.20.22,Summary,1950-07-01,12:00:00,3,Kansas,-,-,2,0,0,10,0.1,Dickinson,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,38.7,-97.08,-,-,1,,153,Unmodified
19500701.20.23,Summary,1950-07-01,12:00:00,3,Kansas,-,-,1,0,1,10,0.1,Riley,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,39.3,-96.92,-,-,1,,154,Unmodified
19500702.20.24,Summary,1950-07-02,19:00:00,3,Kansas,-,-,2,0,0,90,1,Scott,-,-,-,-,-,-,-,-,-,-,-,$500K-$5M,,38.47,-100.88,-,-,1,,156,Unmodified
19500708.20.25,Summary,1950-07-08,22:45:00,3,Kansas,-,-,1,0,0,90,1,Marshall,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,39.82,-96.8,-,-,1,,160,Unmodified
19500718.20.26,Summary,1950-07-18,16:30:00,3,Kansas,-,-,1,0,0,10,0.1,Allen,-,-,-,-,-,-,-,-,-,-,-,-,,37.68,-95.52,-,-,1,,166,Unmodified
19500806.20.27,Summary,1950-08-06,15:00:00,3,Kansas,-,-,1,0,0,10,0.1,Rawlins,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,39.93,-101,-,-,1,,178,Unmodified
19500806.20.28,Summary,1950-08-06,18:00:00,3,Kansas,-,-,2,0,0,10,0.1,Finney,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,37.97,-100.77,-,-,1,,179,Unmodified
19500806.20.29,Summary,1950-08-06,18:30:00,3,Kansas,-,-,2,0,0,10,8.7,Gove,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,39.13,-100.63,39.12,-100.47,1,,180,Unmodified
19500828.20.30,Summary,1950-08-28,14:50:00,3,Kansas,-,-,1,0,0,10,7.2,Haskell,-,-,-,-,-,-,-,-,-,-,-,-,,37.47,-100.82,37.42,-100.7,1,,185,Unmodified
19510302.20.1,Summary,1951-03-02,16:00:00,3,Kansas,-,-,3,0,0,10,38.1,Osborne,Mitchell,Cloud,-,-,-,-,-,-,-,-,-,$5K-$50K,,39.43,-98.55,39.6,-97.87,1,,13,Unmodified
19510302.20.2,Summary,1951-03-02,20:30:00,3,Kansas,-,-,0,0,0,10,0.1,Brown,-,-,-,-,-,-,-,-,-,-,-,$50-$500,,39.83,-95.72,-,-,1,,14,Unmodified
19510420.20.3,Summary,1951-04-20,15:30:00,3,Kansas,-,-,0,0,0,10,0.1,Morton,-,-,-,-,-,-,-,-,-,-,-,-,,37.12,-101.77,-,-,1,,23,Unmodified
19510426.20.4,Summary,1951-04-26,18:10:00,3,Kansas,-,-,0,0,0,10,29.2,Grant,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,37.47,-101.52,37.73,-101.1,1,,31,Unmodified
19510426.20.5,Summary,1951-04-26,18:15:00,3,Kansas,-,-,1,0,0,10,0.1,Morton,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,37.17,-101.62,-,-,1,,32,Unmodified
19510426.20.6,Summary,1951-04-26,19:15:00,3,Kansas,-,-,0,0,0,10,1,Seward,-,-,-,-,-,-,-,-,-,-,-,-,,37.07,-100.93,-,-,1,,33,Unmodified
19510426.20.7,Summary,1951-04-26,19:30:00,3,Kansas,-,-,1,0,0,10,0.1,Morton,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,37.08,-101.77,-,-,1,,35,Unmodified
19510430.20.8,Summary,1951-04-30,05:30:00,3,Kansas,-,-,3,0,0,440,12.8,Pratt,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,37.63,-98.75,37.77,-98.58,1,,39,Unmodified
19510430.20.9,Summary,1951-04-30,23:45:00,3,Kansas,-,-,0,0,0,10,0.1,Chautauqua,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,37.1,-96.5,-,-,1,,44,Unmodified
19510502.20.10,Summary,1951-05-02,19:30:00,3,Kansas,-,-,1,0,0,10,0.1,Shawnee,-,-,-,-,-,-,-,-,-,-,-,$50-$500,,39.03,-95.8,-,-,1,,45,Unmodified
19510502.20.11,Summary,1951-05-02,20:30:00,3,Kansas,-,-,1,0,0,10,0.1,Atchison,-,-,-,-,-,-,-,-,-,-,-,$50-$500,,39.4,-95.4,-,-,1,,46,Unmodified
19510508.20.12,Summary,1951-05-08,18:00:00,3,Kansas,-,-,1,0,0,10,0.1,Wichita,-,-,-,-,-,-,-,-,-,-,-,$50-$500,,38.38,-101.55,-,-,1,,48,Unmodified
19510509.20.13,Summary,1951-05-09,07:00:00,3,Kansas,-,-,1,0,0,10,2.3,Jefferson,-,-,-,-,-,-,-,-,-,-,-,$50-$500,,39.3,-95.5,39.33,-95.47,1,,49,Unmodified
19510509.20.14,Summary,1951-05-09,21:00:00,3,Kansas,-,-,0,0,0,10,0.1,Osage,-,-,-,-,-,-,-,-,-,-,-,-,,38.78,-95.55,-,-,1,,53,Unmodified
19510513.20.15,Summary,1951-05-13,22:00:00,3,Kansas,-,-,1,0,0,10,0.1,Ellis,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,39.08,-99.5,-,-,1,,57,Unmodified
19510514.20.16,Summary,1951-05-14,17:30:00,3,Kansas,-,-,2,0,0,10,0.1,Thomas,-,-,-,-,-,-,-,-,-,-,-,-,,39.37,-101.37,-,-,1,,58,Unmodified
19510514.20.17,Summary,1951-05-14,18:30:00,3,Kansas,-,-,2,0,0,10,0.1,Morton,-,-,-,-,-,-,-,-,-,-,-,-,,37,-101.9,-,-,1,,61,Unmodified
19510514.20.18,Summary,1951-05-14,19:30:00,3,Kansas,-,-,3,0,4,10,0.1,Rawlins,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,39.78,-101.33,-,-,1,,62,Unmodified
19510520.20.19,Summary,1951-05-20,19:00:00,3,Kansas,-,-,3,0,0,900,12.8,Kearny,Finney,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,37.9,-101.2,38.02,-101.02,1,,76,Unmodified
19510520.20.20,Summary,1951-05-20,19:00:00,3,Kansas,-,-,2,0,0,10,1,Kearny,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,37.97,-101.25,-,-,1,,77,Unmodified
19510520.20.21,Summary,1951-05-20,19:00:00,3,Kansas,-,-,3,0,0,10,0.1,Rawlins,-,-,-,-,-,-,-,-,-,-,-,$50-$500,,39.78,-101.38,-,-,1,,78,Unmodified
19510521.20.22,Summary,1951-05-21,01:00:00,3,Kansas,-,-,2,0,0,10,0.1,Geary,-,-,-,-,-,-,-,-,-,-,-,$50-$500,,39.03,-96.97,-,-,1,,79,Unmodified
19510521.20.23,Summary,1951-05-21,19:00:00,3,Kansas,-,-,1,0,0,10,0.1,Stanton,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,37.53,-101.75,-,-,1,,80,Unmodified
19510525.20.24,Summary,1951-05-25,14:30:00,3,Kansas,-,-,1,0,0,10,0.1,Cloud,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,39.45,-97.5,-,-,1,,84,Unmodified
19510525.20.25,Summary,1951-05-25,16:00:00,3,Kansas,-,-,3,1,0,440,4.1,Clay,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,39.27,-97.18,39.32,-97.13,1,,85,Unmodified
19510525.20.26,Summary,1951-05-25,18:00:00,3,Kansas,-,-,2,0,0,10,0.1,Republic,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,39.93,-97.43,-,-,1,,86,Unmodified
19510530.20.27,Summary,1951-05-30,20:00:00,3,Kansas,-,-,1,0,0,10,3,Ellis,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,38.83,-99.27,38.87,-99.32,1,,92,Unmodified
19510530.20.28,Summary,1951-05-30,22:50:00,3,Kansas,-,-,0,0,0,10,0.1,Clay,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,39.4,-97.18,-,-,1,,93,Unmodified
19510530.20.29,Summary,1951-05-30,22:50:00,3,Kansas,-,-,1,0,0,10,8.3,Clay,Geary,-,-,-,-,-,-,-,-,-,-,$500-$5000,,39.13,-97.05,39.22,-96.93,1,,94,Unmodified
19510530.20.30,Summary,1951-05-30,22:50:00,3,Kansas,-,-,0,0,0,10,0.1,Clay,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,39.28,-97.02,-,-,1,,95,Unmodified
19510530.20.31,Summary,1951-05-30,22:50:00,3,Kansas,-,-,0,0,0,10,0.1,Riley,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,39.25,-96.58,-,-,1,,96,Unmodified
19510530.20.32,Summary,1951-05-30,22:50:00,3,Kansas,-,-,1,0,0,10,7.7,Pottawatomie,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,39.35,-96.45,39.4,-96.32,1,,97,Unmodified
19510530.20.33,Summary,1951-05-30,22:50:00,3,Kansas,-,-,0,0,0,10,0.1,Pottawatomie,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,39.4,-96.03,-,-,1,,98,Unmodified
19510530.20.34,Summary,1951-05-30,22:50:00,3,Kansas,-,-,0,0,0,10,0.1,Jackson,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,39.47,-95.73,-,-,1,,99,Unmodified
19510531.20.35,Summary,1951-05-31,23:45:00,3,Kansas,-,-,2,0,0,440,3,Jefferson,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,39.37,-95.4,39.4,-95.35,1,,101,Unmodified
19510601.20.36,Summary,1951-06-01,20:00:00,3,Kansas,-,-,1,0,0,10,11,Republic,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,39.73,-97.98,39.78,-97.78,1,,103,Unmodified
19510606.20.37,Summary,1951-06-06,16:30:00,3,Kansas,-,-,2,0,3,10,0.1,Grant,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,37.58,-101.33,-,-,1,,108,Unmodified
19510606.20.38,Summary,1951-06-06,18:00:00,3,Kansas,-,-,1,0,0,400,3,Trego,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,38.88,-99.92,38.93,-99.88,1,,109,Unmodified
19510606.20.39,Summary,1951-06-06,19:30:00,3,Kansas,-,-,3,0,3,10,44.8,Grant,Haskell,Seward,-,-,-,-,-,-,-,-,-,$5K-$50K,,37.58,-101.37,37.03,-100.93,1,,112,Unmodified
19510606.20.40,Summary,1951-06-06,19:30:00,3,Kansas,-,-,1,0,0,10,0.1,Pratt,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,37.78,-98.87,-,-,1,,113,Unmodified
19510606.20.41,Summary,1951-06-06,19:30:00,3,Kansas,-,-,1,0,0,10,9,Pratt,-,-,-,-,-,-,-,-,-,-,-,-,,37.63,-98.9,37.65,-98.73,1,,114,Unmodified
19510606.20.42,Summary,1951-06-06,19:30:00,3,Kansas,-,-,0,0,0,10,0.1,Pratt,-,-,-,-,-,-,-,-,-,-,-,-,,37.52,-98.82,-,-,1,,115,Unmodified
19510606.20.43,Summary,1951-06-06,19:30:00,3,Kansas,-,-,0,0,0,10,0.1,Pratt,-,-,-,-,-,-,-,-,-,-,-,-,,37.77,-98.57,-,-,1,,116,Unmodified
19510606.20.44,Summary,1951-06-06,20:00:00,3,Kansas,-,-,1,0,0,10,0.1,Osborne,-,-,-,-,-,-,-,-,-,-,-,-,,39.18,-99.03,-,-,1,,117,Unmodified
19510606.20.45,Summary,1951-06-06,22:00:00,3,Kansas,-,-,1,0,0,10,0.1,Butler,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,37.68,-97.12,-,-,1,,122,Unmodified
19510608.20.46,Summary,1951-06-08,13:30:00,3,Kansas,-,-,1,0,0,600,0.8,Coffey,-,-,-,-,-,-,-,-,-,-,-,$50-$500,,38.42,-95.62,-,-,1,,128,Unmodified
19510608.20.47,Summary,1951-06-08,17:00:00,3,Kansas,-,-,2,0,0,10,0.1,Douglas,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,38.88,-95.35,-,-,1,,129,Unmodified
19510615.20.48,Summary,1951-06-15,19:15:00,3,Kansas,-,-,0,0,0,100,0.5,Shawnee,-,-,-,-,-,-,-,-,-,-,-,<$50,,39.07,-95.82,-,-,1,,140,Unmodified
19510617.20.49,Summary,1951-06-17,15:00:00,3,Kansas,-,-,0,0,0,10,0.1,Hamilton,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,38,-101.78,-,-,1,,143,Unmodified
19510617.20.50,Summary,1951-06-17,22:00:00,3,Kansas,-,-,0,0,0,10,0.7,Gove,-,-,-,-,-,-,-,-,-,-,-,-,,39.07,-100.23,-,-,1,,144,Unmodified
19510617.20.51,Summary,1951-06-17,22:30:00,3,Kansas,-,-,0,0,0,10,0.1,Gove,-,-,-,-,-,-,-,-,-,-,-,-,,39.07,-100.3,-,-,1,,145,Unmodified
19510617.20.52,Summary,1951-06-17,23:00:00,3,Kansas,-,-,0,0,0,10,0.1,Franklin,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,38.62,-95.08,-,-,1,,146,Unmodified
19510619.20.53,Summary,1951-06-19,18:00:00,3,Kansas,-,-,0,0,0,10,0.1,Comanche,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,37.1,-99.1,-,-,1,,151,Unmodified
19510620.20.54,Summary,1951-06-20,22:00:00,3,Kansas,-,-,2,0,0,10,48.6,Wichita,Scott,Lane,-,-,-,-,-,-,-,-,-,$5K-$50K,,38.47,-101.37,38.48,-100.47,1,,153,Unmodified
19510620.20.55,Summary,1951-06-20,22:00:00,3,Kansas,-,-,1,0,0,10,0.1,Thomas,-,-,-,-,-,-,-,-,-,-,-,-,,39.28,-100.95,-,-,1,,154,Unmodified
19510621.20.57,Summary,1951-06-21,01:00:00,3,Kansas,-,-,1,0,0,10,22.2,Osborne,Mitchell,-,-,-,-,-,-,-,-,-,-,-,,39.37,-98.88,39.4,-98.47,1,,156,Unmodified
19510621.20.56,Summary,1951-06-21,23:00:00,3,Kansas,-,-,2,0,0,10,0.1,Rush,-,-,-,-,-,-,-,-,-,-,-,-,,38.53,-99.32,-,-,1,,159,Unmodified
19510622.20.58,Summary,1951-06-22,02:00:00,3,Kansas,-,-,0,0,0,10,0.1,Greenwood,-,-,-,-,-,-,-,-,-,-,-,$50-$500,,37.83,-96.3,-,-,1,,160,Unmodified
19510623.20.59,Summary,1951-06-23,22:00:00,3,Kansas,-,-,1,1,0,10,0.1,Morton,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,37.12,-101.62,-,-,1,,162,Unmodified
19510623.20.60,Summary,1951-06-23,22:00:00,3,Kansas,-,-,2,1,5,10,0.1,Stevens,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,37.18,-101.35,-,-,1,,163,Unmodified
19510627.20.61,Summary,1951-06-27,00:10:00,3,Kansas,-,-,4,5,100,300,0.8,Trego,-,-,-,-,-,-,-,-,-,-,-,$500K-$5M,,39.03,-99.88,-,-,1,,171,Unmodified
19510627.20.62,Summary,1951-06-27,01:00:00,3,Kansas,-,-,1,0,0,10,0.1,Ellis,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,38.87,-99.37,-,-,1,,172,Unmodified
19510704.20.63,Summary,1951-07-04,21:00:00,3,Kansas,-,-,0,0,0,10,0.1,Ford,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,37.58,-99.6,-,-,1,,181,Unmodified
19510707.20.64,Summary,1951-07-07,18:00:00,3,Kansas,-,-,2,0,0,10,0.1,Rooks,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,39.25,-99.57,-,-,1,,184,Unmodified
19510722.20.65,Summary,1951-07-22,00:50:00,3,Kansas,-,-,2,0,0,10,7.7,Cloud,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,39.48,-97.58,39.4,-97.48,1,,198,Unmodified
19510806.20.66,Summary,1951-08-06,15:00:00,3,Kansas,-,-,0,0,0,10,0.1,Ford,-,-,-,-,-,-,-,-,-,-,-,<$50,,37.55,-99.63,-,-,1,,201,Unmodified
19510807.20.67,Summary,1951-08-07,17:00:00,3,Kansas,-,-,1,0,0,10,0.1,Morton,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,37.05,-101.77,-,-,1,,202,Unmodified
19510807.20.68,Summary,1951-08-07,21:30:00,3,Kansas,-,-,0,0,0,10,0.1,Trego,-,-,-,-,-,-,-,-,-,-,-,-,,38.75,-99.83,-,-,1,,203,Unmodified
19510810.20.69,Summary,1951-08-10,18:30:00,3,Kansas,-,-,1,0,0,250,2.3,Cheyenne,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,39.87,-101.67,39.87,-101.62,1,,208,Unmodified
19510813.20.70,Summary,1951-08-13,02:30:00,3,Kansas,-,-,1,0,0,10,0.1,McPherson,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,38.23,-97.77,-,-,1,,209,Unmodified
19510813.20.71,Summary,1951-08-13,02:30:00,3,Kansas,-,-,1,0,0,10,0.1,McPherson,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,38.23,-97.77,-,-,1,,210,Unmodified
19510823.20.72,Summary,1951-08-23,21:30:00,3,Kansas,-,-,0,0,0,10,0.1,Rush,-,-,-,-,-,-,-,-,-,-,-,$50-$500,,38.58,-99.57,-,-,1,,221,Unmodified
19510824.20.73,Summary,1951-08-24,07:30:00,3,Kansas,-,-,0,0,0,10,0.1,Franklin,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,38.67,-95.17,-,-,1,,222,Unmodified
19510824.20.74,Summary,1951-08-24,17:30:00,3,Kansas,-,-,2,0,0,100,3.3,Rawlins,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,39.78,-100.92,39.8,-100.85,1,,223,Unmodified
19510831.20.75,Summary,1951-08-31,16:20:00,3,Kansas,-,-,1,0,0,10,0.1,Saline,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,38.67,-97.67,-,-,1,,226,Unmodified
19510831.20.76,Summary,1951-08-31,16:20:00,3,Kansas,-,-,1,0,0,10,0.1,Dickinson,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,38.67,-96.95,-,-,1,,227,Unmodified
19510923.20.77,Summary,1951-09-23,21:30:00,3,Kansas,-,-,0,0,0,100,0.8,Rush,-,-,-,-,-,-,-,-,-,-,-,$50-$500,,38.62,-99.52,-,-,1,,232,Unmodified
19520408.20.1,Summary,1952-04-08,13:30:00,3,Kansas,-,-,1,0,0,10,0.1,Edwards,-,-,-,-,-,-,-,-,-,-,-,$50-$500,,37.87,-99.47,-,-,1,,100,Unmodified
19520422.20.2,Summary,1952-04-22,17:30:00,3,Kansas,-,-,0,0,0,10,0.1,Riley,-,-,-,-,-,-,-,-,-,-,-,-,,39.18,-96.75,-,-,1,,110,Unmodified
19520429.20.3,Summary,1952-04-29,13:30:00,3,Kansas,-,-,0,0,0,10,0.1,Meade,-,-,-,-,-,-,-,-,-,-,-,-,,37.08,-100.08,-,-,1,,114,Unmodified
19520430.20.5,Summary,1952-04-30,19:14:00,3,Kansas,-,-,0,0,0,10,0.1,Stafford,-,-,-,-,-,-,-,-,-,-,-,-,,38.07,-98.67,-,-,1,,118,Unmodified
19520430.20.4,Summary,1952-04-30,20:50:00,3,Kansas,-,-,0,0,0,10,0.1,Ford,-,-,-,-,-,-,-,-,-,-,-,-,,37.75,-99.83,-,-,1,,119,Unmodified
19520521.20.6,Summary,1952-05-21,18:00:00,3,Kansas,-,-,0,0,0,10,0.1,Osborne,-,-,-,-,-,-,-,-,-,-,-,-,,39.52,-99,-,-,1,,136,Unmodified
19520521.20.7,Summary,1952-05-21,19:30:00,3,Kansas,-,-,2,0,0,100,0.2,Republic,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,39.68,-97.87,-,-,1,,137,Unmodified
19520522.20.8,Summary,1952-05-22,17:10:00,3,Kansas,-,-,4,0,3,440,26.9,Douglas,Leavenworth,Johnson,Wyandotte,-,-,-,-,-,-,-,-,$50K-$500K,,38.98,-95.22,39.07,-94.72,1,,138,Unmodified
19520619.20.9,Summary,1952-06-19,19:10:00,3,Kansas,-,-,2,0,0,60,3.3,Sumner,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,37.18,-97.42,37.22,-97.37,1,,167,Unmodified
19520621.20.10,Summary,1952-06-21,19:00:00,3,Kansas,-,-,2,0,0,10,24.9,Leavenworth,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,39.13,-95.15,39.13,-94.68,1,,170,Unmodified
19520626.20.11,Summary,1952-06-26,17:15:00,3,Kansas,-,-,2,0,0,10,12,Phillips,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,39.68,-99.45,39.77,-99.25,1,,178,Unmodified
19520627.20.12,Summary,1952-06-27,14:30:00,3,Kansas,-,-,2,0,0,100,1.9,Norton,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,39.75,-100.12,39.78,-100.08,1,,181,Unmodified
19520706.20.13,Summary,1952-07-06,15:00:00,3,Kansas,-,-,1,0,0,10,11.9,Decatur,-,-,-,-,-,-,-,-,-,-,-,-,,39.83,-100.2,40,-100.13,1,,193,Unmodified
19520706.20.14,Summary,1952-07-06,16:30:00,3,Kansas,-,-,0,0,0,10,0.1,Cheyenne,-,-,-,-,-,-,-,-,-,-,-,-,,39.73,-101.98,-,-,1,,194,Unmodified
19520706.20.15,Summary,1952-07-06,17:00:00,3,Kansas,-,-,2,0,0,10,0.1,Sherman,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,39.27,-101.85,-,-,1,,195,Unmodified
19520807.20.16,Summary,1952-08-07,18:00:00,3,Kansas,-,-,3,0,0,10,4.7,Russell,Lincoln,-,-,-,-,-,-,-,-,-,-,-,,39,-98.52,39.05,-98.45,1,,216,Unmodified
19520807.20.17,Summary,1952-08-07,22:00:00,3,Kansas,-,-,1,0,0,10,0.1,Edwards,-,-,-,-,-,-,-,-,-,-,-,-,,37.93,-99.42,-,-,1,,217,Unmodified
19520814.20.18,Summary,1952-08-14,21:30:00,3,Kansas,-,-,2,0,0,100,1.5,Dickinson,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,38.68,-97.02,-,-,1,,222,Unmodified
19521117.20.19,Summary,1952-11-17,00:01:00,3,Kansas,-,-,1,0,0,10,0.1,Nemaha,-,-,-,-,-,-,-,-,-,-,-,-,,39.67,-95.87,-,-,1,,234,Unmodified
19530330.20.1,Summary,1953-03-30,14:30:00,3,Kansas,-,-,0,0,0,10,16.1,Harper,Sumner,-,-,-,-,-,-,-,-,-,-,-,,37.03,-97.78,37.27,-97.75,1,,68,Unmodified
19530409.20.2,Summary,1953-04-09,16:00:00,3,Kansas,-,-,1,0,0,70,0.4,Lane,-,-,-,-,-,-,-,-,-,-,-,-,,38.5,-100.48,-,-,1,,75,Unmodified
